graph really tells story follow green line reason electricity renewable within years
today th anniversary foundation @finegael among things made ireland republic joined @un established @idaireland opening us trade investment economic prosperity
welcome #athlone enermech company creating new jobs next three years continue work hard create right environment attract world class investment parts country #fullemployment
good see signed law today enable us attract retain childcare professionals help improve hours availability crèche spaces parents @damien_english
celebrating years @richardbrutontd evening great mark incredible achievement remarkable man
good news @aldi_ireland today company investing west creating jobs construction jobs great news suppliers local communities #fullemployment
pleased welcome @daracalleary department enterprise trade employment know well work well together big issues facing business workers consumers
also gave us glimpse free russia might look like might even become close partner friend europe west dream never die spasiba sergeyevich
sorry hear death mikhail gorbachev life took actions brought berlin wall pulled back iron curtain brought freedom democracy independence central eastern europe
welcome dublin @pff sports analytics company creating new full time jobs seasonal jobs areas like software development data analysis really welcome addition growing sports tech sector ireland #fullemployment
really welcome news horizon company planning expanding creating new jobs big boost waterford demonstrates south east attracting alot good jobs new investment #fullemployment
agri food sector managed avoid worst #brexit happened continues thrive dont take granted funding help sector diversify move value chain win new markets@mcconalogue @martinheydonfg
priority job everyone wants one particularly happy today see really strong jobs growth parts country significant growth outside dublin
people working ireland ever unemployment year low take granted understand businesses still struggling continue help see protect create jobs businesses improve wages protections
info
flash floods last week new ross tullow devastating many businesses weve opened emergency scheme help despite best efforts unable get insurance hope helps affected get back feet
msd creating new jobs carlow site company already employs ppl #tipperary #meath #carlow #cork #dublin govt continue help companies create good long term jobs everyone wants one county choice #fullemployment
day th anniversary death say ‘thank michael collins life ireland legacy ireland
august message me@deptenterprise
important welcome step forward one asias advanced countries
centenary death pay tribute behalf grateful nation join together say ‘thank michael collins life ireland legacy ireland
michael collins idealist realist predicted treaty gave us freedom freedom achieve freedom future never intended legacy last word irish freedom instead gave us freedom find path
irish hero th century michael collins also beacon ireland st century guided path independence sought avoid civil war helped make possible ireland live today today honour
irish company @xerotech_ltd creating new jobs claregalway batteries absolutely crucial plans stop climate change xerotech leading way im sure beginning #fullemployment
another night another irish record congrats @rhasidatadeleke amazing performance
final stop today @dublinhorseshow really great shows like back full swing meet @teddythshetland
open cavan autism education centre centre provides day service young adults great get tour team
starting day #monaghan morning visit moffett automated storages new hq clontibret @hhumphreysfg create new jobs company keeps going strength strength best luck team #fullemployment
congratulations @israelolatunde irelands new fastest man incredible achievement getting started #europeanchampionships
good news today @resmed health technology company based sandyford creating new jobs next years invest research great opportunities anyone looking help patients chronic conditions #fullemployment
great vote confidence vision make ireland world leader offshore wind global company mainstream renewable power investing creating new jobs saw first hand achieved countries exciting times ahead #fullemployment
honour sacrificed lives give us state today best living ideals rededicating lives service others remembering despite differences common cause ireland
pivotal ensuring treaty gave ireland fiscal sovereignty control trade policy griffith also champion equality backing cause womens suffrage giving women platform publish newspapers
griffiths vision ireland broad inclusive met unionist leaders knew starting point discussion shared island begin ‘fair play sections understanding sections
honour join griffithgray family griffith college dublin afternoon remember reflect arthur griffiths huge contribution secure irish independence
fantastic news #kilkenny #donegal today abbott continue work hard attract kind top class investment opportunities parts ireland
today commemorate arthur griffith th anniversary death made enormous contribution irish independence tireless thoughtful relentlessly determined leader literally worked death free ireland truly ‘father
balbriggan launch @mannaaero delivery service @alanfarrell @tomoleary electric powered drones delivering medicines meals reduce cars vans traffic roads reduce emissions help connect rural areas islands people mobility challenges
really welcome news @kaseyacorp today established dublin company decided open new centre excellence dundalk creating new jobs #fullemployment
always right worked take violence politics strengthen centreground john hume jointly nobel prize rest peace
david trimble took enormous personal political risks peace put future northern ireland partys interests sought make northern ireland warmer house lived
last year best year record #trade incredible given backdrop brexit covid fight maintain every year cant take jobs economy granted cut cake make
congratulations team dangan group company creating new jobs next years great see irish company go strength strength best luck #fullemployment
important milestone extension dart dublin dublin transform public transport area reduced traffic choice reduced emmissions pollution plans extend dart maynooth parkway via @rtenews
siemens chosen invest shannon new research facility create new highly skilled jobs next years really demonstrates strength reputation existing staff #fullemployment
one created piece work left dark happened creation
giving artists stronger rights reselling works artists entitled full info sale works within days able take case district rather high court issue
remember victims survivors today recommit ensuring political violence never return island
years ago today people murdered wave horrific bombings belfast bombs detonated provisional ira injured another act grave inhumanity evil
govt investing billions well eu avg new homes schools hospitals roads public transport need make sure taxpayer getting best value money efficient delivery
opening new construction technology centre invest research new tech help us build better quicker
ill talking @cooper_m shortly @todayfm strong economy means help people put money back pocket reduce cost living
congratulations @riotgames impressive expansion excited see whats next #fullemployment
@fiafarnborough today promote irelands companies active aviation aerospace industry employing people fascinating hear work ofairtel atn techsyn avtrain shannon airport group emerald aerospace group @entirl
winter wave likely serious coincide flu season vaccines ventilation surveillance capacity good public health measures important
encouraging see #covid hospital numbers falling peak summer wave passed thankfully without need restrictions hospitals busy preparing winter wave
magazine fort impressive visitor attraction great see restoration start next year built fort seen lot history throughout years
trade given us rising living standards years creating thousands jobs allowing us invest vital services todays figures show goods exports third may incredible results testament businesses across country
historic moment ireland aotearoa comhghairdeas @irishrugby
post nua á bhfógairt inniu ngaillimh ina bhfuil os cionn % dóibh líonta fás iontach tiomantas déirinn#fullemployment
mo chéad stad eile ná @medtronicirl ag ceiliúradh bliain de láthair chomlachta seo éirinn fostaíonn comhlacht seo os cionn duine ar fud na gaillimhe bhaile átha luain agus bhaile átha cliath
good day letterkenny fintru creating new jobs talent skills region doubt important factor decision #fullemployment
tá mol eorpach diligent á oscailt ngáillimh inniu fostóidh mol nua seo duine nua le hobair solúbtha cianobair ar fáil go n éirí go mór leis bhfoireann táim cinnte go mbeidh sibh sásta gcé bonham #fullemployment
fantastic news today @diageoireland company investing new carbon neutral brewery newbridge create new jobs construction built #fullemployment
significant news evening two new workers rights sick pay protection tips voted oireachtas meaning go president signed law make real difference millions workers across country
week dáil formally ratify outer space treaty advance launch first satellite months time great meet @eirsat team came debate ad astra hibernia
grma labour providing compassionate pair alan farrell td family bereavement
sinn féins decision refuse voting pair bernard durkan last night heartless wrong nobody forced work covid still sufficient numbers bernard stayed home
wordpress tech company wp engine opening new office limerick city creating new jobs great addition already thriving growing tech sector region #fullemployment
believe report help ensure public service broadcasting futureread report future media commission
bedrock democracy public service broadcasting remit ensure one voice dominate debate plurality views always represented strives often achieves high standards independence balance
important report help secure future public service broadcasting ireland one important measures new media fund promote coverage cultural issues news items national also local level traditional also online
update morning
remarkable results despite challenges irish business managed record year exports behind figures today thousands jobs every county country #fullemployment
starting day @finegael ministers pre cabinet meeting
good news limerick city us firm filecloud chosen base european hq city opening new r centre create new jobs great boost #fullemployment
sf confidence motion confidence another ‘show motion achieve nothing last weeks sf show motion called early budget help families cost living weeks sf show motion would trigger election august delay budget
every region ireland unique strengths investing new plan identify maximise info
thoughts create jobs secure quality life future
shocked saddened assassination shinzo abe honour meeting number occasions including visit ireland real gentleman true democrat thoughts family friends people japan today
@martindshanahans legacy ceo @idaireland nothing short phenomenal hes leaving time record jobs growth across country leaves big shoes fill best luck martin whatevers next
welcome #dublin bird bird law firm chosen georges dock new office hire new lawyers next years #fullemployment
im today claire byrne #summereconomicstatement helping worst squeezed middle
welcome #sligo @trailstonegroup company chosen sligo fifth office creating new jobs next years great opportunities #atlantictu graduates others #fullemployment
thoughts prayers everyone chicago tonight
years ago received american flag completion young leaders programme wip flew capitol dc happy th july american friends colleagues thank good things america done ireland world
new loan scheme today help businesses incl farming fishing low cost loans available info
pleasure receive millionth parcel delivered electric vehicle @dpdireland today know youre getting started investing making business sustainable really important work best luck
ireland lowest youth unemployment rate europe
irelands enterprise policy past decades extremely successful however cannot stand still esp #covid #brexit climate change inflation challenges looking policy future want hear
always pleasure visit connolly hospital blanchardstown visited icu new infusion suite met management patients staff
done well remote hybrid working win win companies employees im delighted see bank ireland forefront rethinking traditional office model ballycoolin hub irish locations
want flexibility continue government legislating give employees right request flexible remote working many employers went great lengths pandemic give employees much flexibility around work possible
pandemic changed work live irish people jobs home huge benefits #remoteworking #hybridworking less commuting lower costs stronger families communities time family leisure
friday always good day spend time constituency office ongar #dubwest dealing local issues
#remoteworking benefits family community employer great see bank ireland embracing remote working hub ballycoolin locations island
great news irish fintech company money jar today theyre planning creating new jobs ireland europe congratulations best luck entire team #fullemployment
new jobs today different companies across #galway #limerick #dublin #letterkenny government policy balanced regional development investing creating jobs every county todays announcement good demonstration #fullemployment
new tips law work info
new tips law effectively ban service charges bill unless money goes straight staff many reasonably assume already thats necessarily case new law give clarity
good meet @bordnamona senior team today hear plans create hundreds sustainable jobs midlands across ireland crucial real transition midlands people see results ground
long work gets done services arent diminished remote working option worker wants get days hot desking local hub free try see works
excellent news irish company tiertech today company decided expand current team adding new roles congratulations team really significant expansion #fullemployment
@threeireland investing castletroys facility creating new jobs limerick great news #fullemployment
info
publishing new law allow ireland screen certain types foreign investment blockrestrict threatens security safety weve worked hard create welcoming environment investment prudent protect minority ulterior motives
feel privileged gay ireland still many obstacles overcome #dublinpride #pride
im writing todays @irishmirror @independent_ie #pride means happy pride
big congratulations sharon mcguinness new director eu chemicals agency joins emer cooke ema emily oreilly ombudsman eamon brennnan eurocontrol paschal donohoe eurogroup great see irish women men top eu roles bad nation
visited coolmine therapeutic centre today launch recovery nature programme ive proud support centre since councillor
fantastic news today @astrazeneca investing #athlone #blanchardstown sites significantly expanding companys medicine production really underlines irelands position global hub life sciences testament talent locations
remarkable growth expleo create jobs regional hubs around country first one cork galway limerick great see company embrace future remote working #fullemployment
help protect small companies cartels unfair competition consumers price fixing biggest reform competition law years well done @roberttroytd
new competition bill way president become law competition amendment bill approved dáil seanad last night
remarkable think nearly % people living state thats long ago population growth big part economic success story also social infrastructural challenges
irelands population exceeded first time since encouraging see big population growth every county including rural ones like leitrim longford roscommon plus donegal mayo recent population decline reversed
@martinheydonfg earlier turning sod new glanbia royal ware cheese plant
big boost south east experienced significant long overdue investment jobs growth past year testament flexibility determination farmers agrifood business face challenging times
honour belview waterford port today @martinheydonfg @mcconalogue turn sod new continental cheese factory kilkenny create jobs guarantee livelihoods farm families
congratulations @trinseo team today company joined many worlds leading companies based dublin following official opening offices docklands company already hired new staff best luck welcome dublin #fullemployment
made change week allow students earn summer want without affecting student #susi grant previously could earn help businesses looking staff
congrats connolly hospital happy pride month
important moment mens sport nick role model young men around ireland feel suppress
#digital technology transforming every part lives work access services talk one another today announcing new fund help business make opportunities prepare future @damien_english @roberttroytd info
todays event takes place @dcus st patricks campus site dublin election count state born democracy remained democracy ever since
kicking @finegaels event centenary election saw pro treaty candidates win almost % vote
welcome progress @wto #mc trade talks morning agreement vaccines fisheries food security e commerce customs duties wto reform thanks @noiweala team perseverance patience
happy #ukraine #moldova accepted candidates #eu membership european union flaws assures freedom prosperity security thats amazing
incredible growth relatecare irish company headquartered waterford creating nearly jobs tralee #fullemployment
climate action makes business sense right investment reduce emissions energy costs long term government hear advise help cost
need take better care planet businesses really important role play however tough couple years many still getting back feet today launched fund help businesses make changes needed @jamesbrownetd @pippa_hackett
vmare opening new engineering hub creating new jobs company already employs cork new jobs option work remotely great news
welcome news national competitiveness productivity council morning ireland rd competitive economy europe th world two places research helpful showing us improve cant complacent following
@rtenewsatone⁩ shortly new living wage proposals
believe make work payill listening employers unions members public next couple months listen think proposals bring back final plan end year
proposing set % median wage given year phased years irelands minimum wage one highest eu currently per hour living wage based todays rates would per hour
better terms conditions employees must one legacies pandemic today outlined think introduce living wage
finished #mc geneva earlier great catch many counterparts australia canada iceland india pakistan new zealand ukraine singapore
good catch noel curran team @ebu_hq working promote public service media representing journalists europe neighbourhood
great meet @drtedros real gentlemandiscussed trips covid vaccine supply hiv prevention emphasised irelands support global pandemic treaty global response ready next one grateful work @who staff around world
fisheries high taxes fuel ireland would put small vessels coastal communities disadvantage agreement reflect protections afforded fish stocks common fisheries policy #mc
time come agree deal trips waiver resulting vaccines produced distributed protecting research innovation #mc
putins destructive unjustified invasion ukraine seriously disrupted global food supplies must agree declaration food security ensure ukraine prevented exporting grain year #mc
giving speech evening @wto #mc trade ministers around world deal @wto reform week would send positive message trade free enterprise multilateralism
joined colleagues ukraine solidarity event @wto caught ukrainian perm rep @un geneva yevheniia filipenko minister @taraskachka official opening ceremony kicking #mc
great news today tiktok company creating another new jobs huge vote confidence people environment worked hard create #fullemployment
number people hospital positive covid risen icu cases rising could blip could start summer wave immunity waning though sure please get booster havent
sinn fein ireland would longer heart europe edge ireland would choose outside room rather table would profound change worse
fifty years heart europe helped design single market euro eu citizenship rights come
decision join european defence made irish people referendum believe ireland table influence shape find place ireland shared security
glad denmark one closest allies take part eu defence peace security programmes alongside ireland including pesco putins plan failing denmark votes scrap eu defense opt
visited rotterdam port yesterday learn plans #renewableenergy green hydrogen carbon capture storage industries future members shannon economic taskforce joined lot #climateaction create #jobs new businesses
good catch @vonderleyen⁩ compared notes #protocol #ukraine climate
@finegael tiktok wants answer questions make sure give follow keep date
fantastic news @ericsson today world leading tech company creating new jobs athlone addition already employed #fullemployment
integrity chosen cashel new european hq create new jobs thriving life sciences sector thanks small part talent workforce wish team best plans
@mcclenaghanrhys decision wrong hope fig reconsider good friday agreement provides unqiue status people northern ireland based idea right irish british accepted
numbers hospital #covid fallen good another wave form likely though immunity wanes new variants develop please get booster shot eligible dont wait next wave
people employed country point history state people work remarkable jobs grew every region biggest increases south east south west #fullemployment
welcome move eu council adopts temporary trade liberalisation ukraine
update jobs front today
im @bloombergtv⁩ shortly @wef⁩ #davos talking international trade @deptenterprise⁩
incredible growth cora systems great news leitrim jobs carrick shannon biggest new jobs announcement leitrim years #fullemployment
russia wonderful country full brave people believe things different
fantastic news @merck #cork morning #fullemployment
congratulations @transfermate irelands latest #unicorn first many female led amazing success sinead fitzmaurice team #fullemployment
pleased welcome reverend colin castleknock last night #dubw
heres article todays @guardiannews
new sick pay proposals appoved #dáil one step closer becoming law #seanad next guarantee paid sick leave employees first time one new workers rights bringing year #sickpay #workersrights
pleasure speak todays @opendoorstowork #pathwaystoprogress launch migrants make massive contribution society economy help get job career
congrats took part #studententerprise awards great meet many today fantastic achievement theo matthew barrelda scooping first prize senior category @studententprog
real shot arm shannon airport exactly kind jobs investment airport attract given excellent infrastructure talent
clinical director national women infants health programme asked bring forward proposals centre excellence womens health advise government womens health policy
review every year first five years operation
todays government decision amended two weeks ago define ‘clinically appropriate legally permissible obstetric gynaecological neonatal foetal medicine services including terminations fertility gender reaffirming operations
publicly owned secular government reps board strong ministerial powers step
provide state art hospital women infants private rooms extra operating theatres adult specialist services icu across corridor
new national maternity hospital approved cabinet today plan go tender within months hopefully construction next year take years build fit commission
role model tens thousands young men fair play hats blackpools jake daniels publicly comes gay
big moment first english professional footballer say hes gay years hes done start career hes tackling head risk homophobic abuse ‘fans stands line streets
incredible news today @csoireland today march best month record #trade despite immense global challenges uncertainty trade significantly increased every market testament strength quality many businesses owners workers around country
congratulations ukraine next year mariupol kyiv kharkiv lviv help way #eurovision
number patients hospital #covid fallen number icu going well gone away still really important get #booster vaccine isolate symptoms
good progress new #consumer law today reach nd stage dáil important new law make sure consumer rights keep buy watch things
ill talking @bryannewsatone⁩ shortly @rtenewsatone⁩ pc vat cut tourism hospitality
congratulations @bitcireland good progress lot needs done look forward seeing build results
new northern ireland assembly also diverse women lgbt mlas ever wish defined single religious national identity
little known fact fine gael fianna fáil parties campaign yes vote referendum joining years ago lets always heart europe #europeday
pleased visit pelletstown educate together national school danish ambassdor senator @emer_currie mark years irelands membership #europeanunion opened door #prosperity #freedom #equality us #europeday
happy #europeday heartening see irish people continuing massively supportive eu membership mornings @emireland poll #irelandeu #emiredcpoll
speaking @mariawalsheu todays @finegael agriculture rural development conference todays conference setting bold ambition rural ireland fully committed thriving rural economy working hard protect jobs businesses
talking greg hughes @highlandradio⁩
really welcome news @takedapharma morning company opening new cell therapy facility grange castle create new #jobs next years
want thank @mchughjoetd work successive governments ireland @finegael constituents continue dedicated hard working member @finegael dáil éireann
congratulations @publicrelay expanding #waterford city creating new #jobs next years company originally set dublin opened office cavan following year latest expansion great news
part trade mission us west coast visited @apple california meet ceo @tim_cook discuss future plans cork
wearing purple #gopurpleday raise awareness domestic violence #gopurple
important step road making ireland net exporter energy good climate regional development jobs revenue state
great discussion mayor san francisco @londonbreed @odriscor consul general aboutjob creation usa irish partnerships us politics
domestic violence hidden crime #gopurpleday national day raising awareness joint initiative @gardainfo domestic violence services anyone know affected please contact garda siochana local services #zerotolerance
lá iontach bac comhghairdeas
great present sundar @idaireland special recognition award years google ireland grown team looking forward seeing achieved working together
met brad smith @microsoft team seattle largest software company theyve ireland since employing people
great meet @mayorofseattle bruce harrell discuss irish links seattle diversity job creation consul general robert driscoll @odriscor @irelandinsf dr orlaigh quinn @deptenterprise
excellent news cork entire country engineers technicians testing apple equipment europe testament talent skills workforce
first meeting busy us west coast trade mission @idaireland @entirl starting seattle @tmobile hearing g network transportation pods smart cities
child hospital difficult enough government wants make easier extending supports families children long term illnesses bringing families carers allowance still area @carrolljennifer @vickicasserly
amcor investing sligo facility creating new jobs real vote confidence boost area congratulations team
jobs annoucements today almost #limerick #clare #sligo mainly advanced manufacturing good see area weve targeted vitalograph expand limerick clare creating jobs
congratulations @emmanuelmacron first french president elected years victory #europe #france democracy political centre clear defeat populism nationalism putin merci la france #presidentielles
weve published user friendly guide ukrainian russian explaining employment rights ireland ukrainians arriving entitled rights protections irish workers info
irish manufacturing undergone incredible transformation years keep ahead curve opening new funding specifically looking fund projects disrupt traditional ways things manufacturing sector info
new jobs announced week last week lots reasons optimism head easter weekend
heres another great video prosper meath mark recent world autism day
ill talking @patkennynt shortly need new trade strategy shouldnt take economy granted @deptenterprise
citibank announced fantastic new jobs thats new jobs today really brilliant news
thousands irish jobs depend trade hardly ever talk last two years also shown need prepare major global shocks week launched new trade strategy find
deeply troubled read two suspected murders sligo including @finegael activist aidan moffitt thinking family friends happened unspeakable hard fathom concerned possible motive attacker rip
waves please get boosted havent isolate symptoms get fourth vaccine offered consider mask crowded places
marketstar found home new emea hq dublins central park creating new jobs next yrs getting closer every day target people work highest employment history
honoured give edward phelan lecture evening spoke future work new workers rights importance remaining competitive plans living wage solutions cost living crisis
visited iheed sandyford today company provides online flexible medical education opportunities healthcare workers expansion create new jobs congratulations team
new jobs announced today kilkenny kildare galway dublin getting closer million target everyday
great news kildare today
thoughts trade policy todays @irishtimes
years newstalk tánaiste leo varadkar via @newstalkfm
incredible picture wks ago many thought zelensky would toppled today statesman receiving president commission breaking convention provided military political humanitarian financial aid save ukraine putin united europe
congratulations padraig well deserved great meet take part paudcast year old padraig named limerick person year via @rtenews
beale centre mountmellick @charlieflanagan hosting #strongersafercommunities engagement meeting @connectedhubs⁩ managers laois
chairing meeting @finegael parliamentary party mountmellick #connectedhubs #laois @natbroadbandirl⁩ hubs enabling people work remotely urban rural areas #ourruralfuture
real game changer finally years hard work effort south east finally university proud part transformative local area
later today ill chairing virtual meeting @finegael parliamentary party mountmellick connected hub
great back #laois today visiting big employers like greenfield global @glanbiaplc meet @charlieflanagan cllr pj kelly @conorgbergin cllr barry walsh @thomasina_laois cllr john king
im lost words barbarity reported attack justification earth attacking people fleeing war zelensky says russia evil limits
matters significant step world united barbarity inflicted ukraine
signing laws afternoon one ensures time spent pandemic unemployment payment counts towards redundancy payment youve lost lose job
remitly expanding cork creating new roles penrose dock facility companys eu hq congratulations team
glad follow visit #colombia morning business breakfast co hosted vice president @mluciaramirez keen develop bilateral links trade investment education etc
really happy gilead sciences chosen dublins north dock new global paediatric drug development centre excellence create jobs decision reinforces importance ireland manufacturing medicines particularly paediatric medicines
incredible expansion @workday today company creating new jobs next years chosen grangegorman location new european hq congratulations team
dont forget fill census form today numbers help government decide allocate resources school places funding etc make sure counted census forms filled tonight via @rtenews
good see irish founded headquartered company leading way renewables colombia chile mainstream renewables signs contract colombia via @irishtimes
fantastic morning @dublinzoo opening new himalayan habitat glorious sunshine well worth visit see snow leopard red pandas @emer_currie@dublinzoo@siobhanshovlin
comes today formal launch monday big moment west north west congratulations @simonharristd involved
congratulations senator clonan passion expertise valuable addition seanad welcome leinster house
ensures ppl laid pandemic subsequently made redundant made redundant next years time pup counted towards redundancy paymentsits state funded reduce cost employers new workers rights created year @damien_english
explainer new sick pay law give workers right sick pay whatever job illness
connect cork limerick reducing journey times improve road safety take cars town centres good business jobs balanced regional development
great news jobs front dublin today
deepest condolences pierres family friends reporters like pierre risk lives reveal horror invasion funeral pierre zakrzewski hears journalist brought hope darkest places world via @thejournal_ie
great news mitchelstown today zevas communications expanding creating new jobs area building people company already employs dublin waterford cork city great see irish company well
zinkworks expanding creating new jobs letterkenny next months testament wealth talent letterkenny offer indeed hard work existing head office team athlone congratulations
congratulations ivana bacik election leader labour party wish best providing constructive honest alternative opposition ivana bacik confirmed new leader labour party via @thejournal_ie
turning sod new education building lab connolly hospital used ed medical sho nice back
really pleased guidewire chosen blanchardstown location new emea hq create new jobs bringing total headcount excellent news
incredible work welcome ireland
good article worth read good ideas pandemic much better phase immunity mainly vaccination would wrong assume covid last major pandemic see lifetime need prepared
cannot let solemn occasion pass without reflecting immense human tragedy unfolding consequence war ukraine irish people resolved help time great need
today remember lost lives due covid families friends grieve ar dheis dé go raibh hanamnachaits also opportunity give thanks front line led response showed us ireland best
glad meet vice pres ramirez today struck number diversity irish companies active much come
good renew acquaintance president duque colombia breakfast lots talk
useful video call irish business reps today discuss war #ukraine rising input costs supply chain disruption see irish companies faring difficult times firms government meet soon
delighted sign memorandum understanding cooperation education ireland colombia manuel acevedo president icetex
pleased officially open new embassy colombia panama ambassador nic dhonnacha already substantial team ground look forward deeper even better relations
signify health chosen galway city new technology centre creating new jobs fantastic news testament galway offer
honoured ask ukranian ambassador speak alongside chilean foreign minister opening new embassy santiago year st patricks day celebration much day solidarity affected pandemic war ukraine
special connection btw chile ireland bernardo ohiggins chiles independence leader first head government descended viceroy ambrosio higgins co sligo honoured lay wreath today memory behalf irish people
aware disappointing news companys hundreds employees wider community government hand help whatever way
still gathering full information asked officials enterprise ireland engage company matter urgency
todays news limerick based construction company @roadbridge entered receivership extremely concerning thoughts employees many know dedicated entire careers company
honoured meet president elect @gabrielboric inauguration representative ireland eu discussed eu chile association agreement ties ireland situation ukraine
honoured chile day marriage equality becomes law one final acts outgoing govt congress go
meeting xavier barcons @eso general director eso makes advanced telescopes world amazing technology ireland joined lots opportunities scientists companies
kicking trip chile meeting mainstream renewable power based ireland leading way solar wind hydrogen latam interesting discussion irelands plans reach % electricity generated renewables
great see launched today additional resources womens health including maternity services contraception breast feeding rapid access gynaecology clinics hats @simonharristd kicking @donnellystephen seeing
health service simply would function without doctors nurses support staff outside eu change make feel home
decades doctors outside europe made enormous contribution irish health service ive worked many change make easier build career apply consultant jobs move hospitals
weve made changes immigration rules doctors outside europe working meaning get quicker access stamp permit spouse also work info
great news cavan today ultra clean establishing new advanced technology cleaning centre chips semiconductors creating new jobs
longer need covid pass enter ireland still need get many eu countries sure get booster rd dose plan travel abroad summer
congratulations caroline delighted firm see west cork soon
record levels services exports last year remarkable consider challenges behind figures thousands jobs
great visit mcc today company investing castlebar site creating new jobs local area congrats team
